iter	F1	Logloss
0	0	0.5553035347
1	0	0.4635189982
2	0	0.3879717946
3	0	0.3118199853
4	0	0.2633557619
5	0	0.2236699512
6	0	0.1870709797
7	0	0.1575059175
8	0	0.1328045583
9	0	0.1166469924
10	0	0.1001265869
11	0	0.08497729253
12	0	0.07442648121
13	0	0.06447487637
14	0	0.05755740125
15	0	0.05046839556
16	0	0.04592444314
17	0	0.04270809933
18	0.04837595024	0.03944850867
19	0.08021753909	0.03588070608
20	0.09189189189	0.03361340749
21	0.09703504043	0.0311555614
22	0.1223404255	0.0294295168
23	0.1298013245	0.02755223326
24	0.1322751323	0.02590091434
25	0.1421052632	0.0248543425
26	0.1469816273	0.02384106786
27	0.1626545218	0.02279923897
28	0.170984456	0.02182519044
29	0.1839228296	0.02098103459
30	0.1839228296	0.02047098076
31	0.1792392005	0.01970235051
32	0.2194199243	0.01902781895
33	0.2194199243	0.01855109861
34	0.2227816237	0.01802008461
35	0.2305764411	0.01755920544
36	0.2305764411	0.01715820252
37	0.2459627329	0.01693896502
38	0.2696078431	0.01659893073
39	0.2696078431	0.01634839542
40	0.2998193859	0.01615179489
41	0.3590935503	0.01592754532
42	0.3475716793	0.01581295474
43	0.3664739884	0.01565534173
44	0.4421168688	0.01543064415
45	0.4574235808	0.01523198432
46	0.4895777659	0.01516000054
47	0.4952076677	0.01502395311
48	0.5308449974	0.01495312799
49	0.5384218669	0.01483809487
50	0.5456410256	0.01473218895
51	0.5537990821	0.0146722811
52	0.5655032878	0.01456917221
53	0.5784461153	0.01447050926
54	0.5755901557	0.01442157064
55	0.5890547264	0.01434214962
56	0.5908639523	0.01426148276
57	0.5909766981	0.0141888432
58	0.5902777778	0.01414649394
59	0.5994094488	0.01407377848
60	0.6086956522	0.01400719659
61	0.609375	0.01394555148
62	0.6090775988	0.01388641575
63	0.6104339347	0.01385064965
64	0.6104339347	0.01378388727
65	0.6101364522	0.01372321687
66	0.6101364522	0.01369653258
67	0.6155339806	0.01366037569
68	0.6210221794	0.01362266054
69	0.6270943035	0.01354484385
70	0.6284074605	0.01352831775
71	0.6284074605	0.01351504826
72	0.6290630975	0.01346315865
73	0.6404919584	0.0133980737
74	0.6407950781	0.01335112218
75	0.6407950781	0.01330846403
76	0.6407950781	0.01327727124
77	0.6407950781	0.0132209413
78	0.6420803783	0.01317023772
79	0.6417769376	0.01311608439
80	0.6420803783	0.01307894976
81	0.6407950781	0.01303475244
82	0.6404919584	0.01300378431
83	0.6407950781	0.01296591932
84	0.6417769376	0.01291875974
85	0.6417769376	0.01287408676
86	0.6417769376	0.01284429127
87	0.6433962264	0.01280161111
88	0.6465882353	0.01276927075
89	0.6450094162	0.01274221089
90	0.6462841016	0.01271449033
91	0.6462841016	0.01270595402
92	0.6466165414	0.01269766729
93	0.6459802539	0.01267322848
94	0.6523364486	0.01264732957
95	0.6523364486	0.012642101
96	0.6542404473	0.01261610295
97	0.6551884597	0.012593489
98	0.6564388656	0.01256181469
99	0.6573945294	0.01254274521
100	0.6573945294	0.01253653932
101	0.6577119037	0.01249809789
102	0.6580166821	0.01247971776
103	0.6580166821	0.01245691478
104	0.6586382585	0.01242138684
105	0.6577119037	0.01240012343
106	0.6576994434	0.0123756282
107	0.659554731	0.01234533853
108	0.6598702502	0.01232651144
109	0.6592592593	0.01230595068
110	0.6608133087	0.01227958148
111	0.6611188165	0.01226137321
112	0.6608133087	0.01223286617
113	0.6642134315	0.01220414682
114	0.6620498615	0.0121781003
115	0.6623556582	0.01201692712
116	0.6623556582	0.01199400583
117	0.6730593607	0.01196964401
118	0.6739626083	0.01195288177
119	0.6751824818	0.01193065075
120	0.6730593607	0.01191405728
121	0.674863388	0.01190063914
122	0.672752168	0.01187701614
123	0.6763504312	0.01184719018
124	0.6763504312	0.01183676141
125	0.6784741144	0.011822544
126	0.6778736938	0.01167836332
127	0.6793650794	0.01166752679
128	0.6772727273	0.01154624433
129	0.6778736938	0.01152470691
130	0.6775807185	0.01140962322
131	0.6784902228	0.0114004696
132	0.6793823797	0.01138769226
133	0.6808896959	0.0113626864
134	0.6811791383	0.0113490095
135	0.683567225	0.01134010164
136	0.6823956443	0.01122956624
137	0.6835902085	0.01122157264
138	0.6835902085	0.01120498844
139	0.6853779991	0.01119466692
140	0.6847826087	0.01106515427
141	0.6877541798	0.01105575067
142	0.6901217862	0.01104726775
143	0.6900900901	0.0110269506
144	0.6901217862	0.01094003771
145	0.6927575349	0.01092112729
146	0.6962763571	0.0109074577
147	0.6956521739	0.01089171074
148	0.6974450919	0.01087637627
149	0.697716077	0.01085888368
150	0.6980286738	0.01076371124
151	0.6983415509	0.01074862905
152	0.6974450919	0.01073149431
153	0.6986117331	0.01072202426
154	0.6983415509	0.01065940728
155	0.7000895255	0.01064797343
156	0.7018328118	0.01063919063
157	0.7012522361	0.01062407243
158	0.7035714286	0.01061529316
159	0.7035714286	0.01052943033
160	0.7048300537	0.01051781086
161	0.7047789192	0.01050545178
162	0.7059348505	0.01049727611
163	0.7067736185	0.01049096601
164	0.7079252004	0.01047602295
165	0.7076648841	0.01046332652
166	0.7085002225	0.01045531711
167	0.7073496659	0.01036672684
168	0.7075555556	0.01035940503
169	0.7087033748	0.01035387141
170	0.7084444444	0.01026265165
171	0.7093902982	0.01024550685
172	0.7093333333	0.01024039297
173	0.7090182141	0.01023624595
174	0.7090182141	0.01023136759
175	0.7084444444	0.01016259124
176	0.7081850534	0.01008001452
177	0.7093333333	0.01006252757
178	0.711308204	0.01005594401
179	0.7107364685	0.01004241854
180	0.7126436782	0.01002799497
181	0.7120743034	0.01002477293
182	0.7120743034	0.00997831207
183	0.7127047366	0.009967044076
184	0.7135278515	0.009961323321
185	0.7143487859	0.009949065151
186	0.7143487859	0.009941500011
187	0.7149161518	0.009936285886
188	0.714600794	0.009931778577
189	0.7160493827	0.009918644427
190	0.7157338034	0.0099067517
191	0.7154830172	0.009849982755
192	0.7169312169	0.009835537138
193	0.7163652404	0.009831462387
194	0.7152317881	0.009777747573
195	0.7157987643	0.009771219518
196	0.7169312169	0.009766024435
197	0.718061674	0.009753762582
198	0.718061674	0.009699295806
199	0.718061674	0.009695994381
200	0.718061674	0.009693792153
201	0.7188737352	0.009685634843
202	0.7177454866	0.009641997855
203	0.7186261559	0.009632827832
204	0.7188049209	0.00962455214
205	0.7194371152	0.009611371101
206	0.7205623902	0.009607201041
207	0.7208077261	0.009603400311
208	0.7213690215	0.009592990591
209	0.7213690215	0.009581773869
210	0.7212971078	0.009572816044
211	0.7216133275	0.009563504884
212	0.7224168126	0.009553320468
213	0.7268760908	0.009511982555
214	0.7276688453	0.009500959219
215	0.727589208	0.009491420557
216	0.7270352634	0.009482530193
217	0.7287766652	0.009473184766
218	0.7298825576	0.00946683002
219	0.7304347826	0.009429772785
220	0.7309865276	0.009423975142
221	0.7315377932	0.009412250932
222	0.733420026	0.009404972311
223	0.7339688042	0.00939660293
